timestamp	id	field	old_value	new_value	reason
2026-05-28T19:46:25Z	_run_2026-05-28_burst	hours			hltb_unreachable: WebFetch + WebSearch both blocked for howlongtobeat.com domain; hours check skipped for entries 293-304 this burst
2026-05-28T20:18:14Z	_run_2026-05-28_burst	hours			hltb_unreachable: WebFetch blocked for howlongtobeat.com; hours check skipped for entries 415-426 this burst
2026-05-29T21:39:02Z	earthfall	reconcile			reconcile_resolved_keep — 2018 1.0 release; 5 chapters/10 missions L4D-style; endingType=levels stands; skip 'endless' was stale
2026-05-29T21:39:02Z	pacify	reconcile			reconcile_resolved_keep — arcade-goal: short session, restart same goal (pacify spirit); finite per taxonomy; skip log overstated 'sessional'
2026-05-29T21:39:02Z	soulmask	reconcile			reconcile_resolved_keep — HLTB Main Story 12h + named final boss 'Central Core' + multi-ending system; survival-goal valid
2026-05-29T21:39:02Z	avatar-frontiers-of-pandora	reconcile			reconcile_resolved_keep — Steam now lists Co-op + Online Co-op categories; skip 'no_coop' was stale (DLC added co-op)
2026-05-29T21:39:02Z	ys-ix-monstrum-nox	reconcile			reconcile_resolved_keep — Steam has Co-op + Shared/Split Screen Co-op; remote-play oneCopy valid
2026-05-29T21:39:02Z	ghost-recon-breakpoint	reconcile			reconcile_resolved_keep — Online Co-op + main story campaign with credits; live-service flavor but finite
2026-05-29T21:39:02Z	cry-of-fear	reconcile			reconcile_resolved_keep — Co-op category present, active F2P horror community; online still works
2026-05-29T21:39:02Z	shadow-puppeteer	reconcile			reconcile_resolved_keep — Remote Play Together present, finite story platformer; oneCopy=remote-play correct
2026-05-29T21:43:34Z	joe-n-jo	reconcile			reconcile_resolved_keep — skip log said '0 reviews' but now has 1265 reviews 64.3% pos (above 50% bar). Has Online Co-op category. Borderline rating, owner may consider needs-review flag
2026-05-29T21:43:34Z	endless-dungeon	reconcile			reconcile_resolved_keep — Amplitude roguelite; biome-based finite runs with named bosses. Roguelite endingType valid per taxonomy
2026-05-29T21:43:34Z	sun-haven	reconcile			reconcile_resolved_keep — separate proposed-fix logged 2026-05-28 moving endingType survival-goal→story. Skip unclear_ending is being resolved via that proposed-fix
2026-05-29T21:43:34Z	toxic-commando	reconcile			reconcile_resolved_keep — released 2026-03-12, 75.5% positive, Online Co-op, mission-based campaign. Skip unclear_ending was speculative
2026-05-29T21:43:34Z	wizard-with-a-gun	reconcile			reconcile_resolved_keep — story-driven co-op with named final encounter; 80.3% positive; finite content
2026-05-29T21:43:34Z	drake-hollow	reconcile			reconcile_resolved_keep — 2020 1.0, 77.4% positive, story-driven action-adventure with finite campaign
2026-05-29T21:43:34Z	voidtrain	reconcile			reconcile_resolved_keep — 1.0 released 2025-11-07, 73.8% positive, full story-driven campaign with destination/finale per 1.0
2026-05-29T21:43:34Z	catastronauts	reconcile			reconcile_resolved_keep — Overcooked-style party game with level chapters; remote-play; finite content
2026-05-29T21:43:34Z	orcs-must-die-deathtrap	reconcile			reconcile_resolved_keep — roguelite endingType valid; named Orc General boss per Steam description; 71.1% positive
2026-05-29T21:43:34Z	tetris-effect-connected	reconcile			reconcile_resolved_keep — Journey Mode with credits sequence; 94.6% positive; finite single-player core experience
